"id","pergunta","resposta","createdAt","updatedAt"
"982","Qual é o animal que dorme com os pés na cabeça?","O piolho.","2017-09-02","2017-09-02"
"983","O que é de graça, mas tem que se pagar?","O trabalho do palhaço.","2017-09-02","2017-09-02"
"984","O que deixa o jardim mais belo, a comida mais gostosa e o rosto mais feio?","O cravo.","2017-09-02","2017-09-02"
"985","O que é que todos tem dois, mas você só tem um?","A letra O.","2017-09-02","2017-09-02"
"986","Qual a semelhança entre o Neymar e o touch screen?","Os dois são sensíveis ao toque.","2017-09-02","2017-09-02"
"987","O que é o que é, são irmãs gêmeas, moram uma ao lado da outra, mas nunca se viram?","Orelhas.","2017-09-02","2017-09-02"
"988","O que uma parede disse para a outra?","Vamos nos encontrar ali no cantinho.","2017-09-02","2017-09-02"
"989","Qual é a maior palavra do dicionário?","Arroz. Pois vai de A à Z.","2017-09-02","2017-09-02"
"990","Por que a aranha precisa de você?","Porque ela é um aracneedyou.","2017-09-02","2017-09-02"
"991","Onde o Super-Homem faz suas compras?","No supermercado.","2017-09-02","2017-09-02"
"992","Ayrton Senna queria a Xuxa, morreu. Michael Jackson queria Xuxa, morreu. Qual o nome do filme?","Pelé Eterno.","2017-09-02","2017-09-02"
"993","O que é o que é quatro em cima de quatro, esperando quatro, quatro não veio, quatro foi embora, e quatro ficou?","É o gato em cima da mesa esperando o rato, mas o rato não veio.","2017-09-02","2017-09-02"
"994","Se você jogar uma pedra vermelha em um lago azul, como ela fica?","Molhada.","2017-09-02","2017-09-02"
"995","O que nunca se come no café da manhã?","O almoço e a janta.","2017-09-02","2017-09-02"
"996","Qual é o peixe que sempre é chamado pelo seu título de nobreza?","Tu-barão.","2017-09-02","2017-09-02"
"997","O que é um pontinho verde pulando no sofá?","Uma ervilha que saiu do castigo.","2017-09-02","2017-09-02"
"998","Por que o anão só surfa na cozinha?","Porque lá tem microondas.","2017-09-02","2017-09-02"
"999","Qual é o super-herói mais religioso de todos?","Clark Krente.","2017-09-02","2017-09-02"
"1000","Qual o animal que faz sexo com as patas?","Um pato pegador.","2017-09-02","2017-09-02"
"1001","Qual é o país que melhor sabe fazer café?","É-cuador.","2017-09-02","2017-09-02"
"1002","Vila Belmiro lotada. Qual o nome do filme?","300.","2017-09-02","2017-09-02"
"1003","O que é que tem capa mas não é super-herói, tem folha mas não é árvore, tem orelha mas não é gente?","O livro.","2017-09-02","2017-09-02"
"1004","O que enche uma casa mas não enche uma mão?","O botão da camisa.","2017-09-02","2017-09-02"
"1005","O que o advogado da granja foi fazer na delegacia?","Soltar a franga.","2017-09-02","2017-09-02"
"1006","Qual é o animal preferido do vampiro bêbado?","A girafa.","2017-09-02","2017-09-02"
"1007","Onde o vampiro deposita suas economias?","No banco de sangue.","2017-09-02","2017-09-02"
"1008","Quando os povos ameríndios comeram carne pela primeira vez?","Quando chegou o Cristovão Colombo.","2017-09-02","2017-09-02"
"1009","Como você chama um pinguim com uma raquete pequena na mão?","Pinguim-Pongue.","2017-09-02","2017-09-02"
"1010","Por que no inverno os pássaros voam para as regiões tropicais?","Porque é muito longe para irem a pé.","2017-09-02","2017-09-02"
"1011","O que é o que é faz saltos sensacionais, mas nunca esteve em uma Olimpíada?","O sapateiro.","2017-09-02","2017-09-02"
"1012","O que o laxante disse para a merda?","Pede pra sair, 02!","2017-09-02","2017-09-02"
"1013","Qual a parte mais velha do carro?","O vô-lante.","2017-09-02","2017-09-02"
"1014","O que é que é um palmo de nervo duro, nem é carne e nem é osso, quando está bem vermelhinho desce água pelo pescoço?","Vela.","2017-09-02","2017-09-02"
"1015","O gaúcho não achava o seu carro no estacionamento. Qual o modelo do carro?","Kadetche.","2017-09-02","2017-09-02"
"1016","O que tem duas rodas e dá leite?","Uma vaca ciclista.","2017-09-02","2017-09-02"
"1017","Qual o jogador que desapareceu junto da inflação?","Tostão.","2017-09-02","2017-09-02"
"1018","O que uma minhoca disse para a namorado dela?","Você minhoquece.","2017-09-02","2017-09-02"
"1019","O que você deve fazer se encontrar um monstro verde?","Correr, antes que ele amadureça!","2017-09-02","2017-09-02"
"1020","Por que o porco não gosta do mecânico?","Porque ele aperta a porca.","2017-09-02","2017-09-02"
"1021","O que tem 40 cabeças e solta fogo?","Caixa de fósforos.","2017-09-02","2017-09-02"
"1022","O que é que quando uma parte a outra parte logo em seguida?","A Perna.","2017-09-02","2017-09-02"
"1023","Qual é o nome do confeiteiro chinês?","Shanti Lee.","2017-09-02","2017-09-02"
"1024","Qual é a pior coisa que pode acontecer para um peixe de água doce?","Ser diabético.","2017-09-02","2017-09-02"
"1025","O que é um pontinho vermelho pulando na feira?","Um caqui-pererê.","2017-09-02","2017-09-02"
"1026","Se uma criança ganha 10 barras de chocolate e come 5 de uma vez, ela fica com...?","Caganeira.","2017-09-02","2017-09-02"
"1027","Um homem soltou dois peidos em sequência. Qual é o nome do filme?","Gás parzinho.","2017-09-02","2017-09-02"
"1028","Quem é a mãe do mingau?","A mãezena.","2017-09-02","2017-09-02"
"1029","O que é um pontinho branco em cima do caminhão?","Um arroz carreteiro.","2017-09-02","2017-09-02"
"1030","Qual é a diferença entre a bala de um revólver e um repórter?","A bala faz o furo e o repórter procura o furo.","2017-09-02","2017-09-02"
"1031","Qual é a atriz que adora carboidratos?","Juliana Pães.","2017-09-02","2017-09-02"
"1032","Qual é a diferença ente o Neymar e uma máquina de fazer garapa?","O Neymar tem moicano e a máquina de fazer garapa mói cana.","2017-09-02","2017-09-02"
"1033","Qual é a diferença entre uma hambúrguer e uma piriguete?","O hambúrguer nunca é 100% vaca.","2017-09-02","2017-09-02"
"1034","Preta Gil me chamou para sair. Qual o nome do filme?","Arraste-me para o Inferno.","2017-09-02","2017-09-02"
"1035","A laranja foi ao médico com tosse seca e febre. Qual o diagnóstico?","Larangite.","2017-09-02","2017-09-02"
"1036","O que é um pontinho rosa no salão de festas vazio?","Um confete de ressaca.","2017-09-02","2017-09-02"
"1037","O que é que chega na frente da sua casa mas não entra?","A calçada.","2017-09-02","2017-09-02"
"1038","Com o que se parece a metade de uma maçã?","Com a outra metade.","2017-09-02","2017-09-02"
"1039","Quanto tempo demora para o oxigênio ionizar?","Um ânion.","2017-09-02","2017-09-02"
"1040","O que é uma casinha sem porta e sem janela, lá dentro vivem duas donzelas, uma branca e outra amarela?","O ovo.","2017-09-02","2017-09-02"
"1041","Qual o animal que faz os professores de inglês subirem pelas paredes?","A lagarteacher.","2017-09-02","2017-09-02"
"1042","O que um poste disse para o outro?","Essa fiarada toda é sua?","2017-09-02","2017-09-02"
"1043","Qual a quantidade de memória RAM tem a seleção de vôlei do Brasil?","1 Giba.","2017-09-02","2017-09-02"
"1044","Como os portugueses tiram leite de vaca?","Um português segura as tetas, e mais quatro movem a vaca para cima e para baixo.","2017-09-02","2017-09-02"
"1045","Como se faz para reconhecer um viado caçando uma onça?","Ele fica agachado esperando a pintada.","2017-09-02","2017-09-02"
"1046","Por que a salsicha espirra?","Porque ela não é Sadia.","2017-09-02","2017-09-02"
"1047","Depois de cagar no banheiro público o sujeito pão duro vê uma placa com os dizeres: ""Aqui não temos papel. Use uma nota de 1 real"". Mas ele só tem uma nota de 50, o que ele faz?","Ele limpa com a de 50 e pega no lixo 49 notas usadas de 1 real de troco.","2017-09-02","2017-09-02"
"1048","Qual é a semelhança do professor e o termômetro?","Algumas vezes eles dão zero.","2017-09-02","2017-09-02"
"1049","O que a água quente falou pro miojo?","Comigo você não dura 3 minutos.","2017-09-02","2017-09-02"
"1050","Tinha quatro enxadas e uma foice. Quantas ferramentas tem?","Três. Pois uma foice.","2017-09-02","2017-09-02"
"1051","O que é um pontinho branco no meio do mato?","Uma noiva formiga se arrumando para o casamento.","2017-09-02","2017-09-02"
"1052","O que a mãe do Jason disse para ele na noite de quinta-feira 12?","Vai dormir, porque amanhã você trabalha.","2017-09-02","2017-09-02"
"1053","Um gordo e um magro se jogam de um prédio. Quem chega no chão primeiro?","O magro. Porque o gordo parou pra recuperar o fôlego.","2017-09-02","2017-09-02"
"1054","Qual o prato preferido dos gulosos?","O prato bem cheio.","2017-09-02","2017-09-02"
"1055","O que é pequeno, quadrado e amarelo?","Um pequeno quadrado amarelo.","2017-09-02","2017-09-02"
"1056","Qual é o doutor que virou drops?","Dr. Halls.","2017-09-02","2017-09-02"
"1057","Qual a semelhança entre o cobertor de lã no verão, e o trem andando?","Ambos estão fora da estação.","2017-09-02","2017-09-02"
"1058","Como saber se o homem é padre ou se é pastor?","Coloque uma criança de um lado e dinheiro de outro...","2017-09-02","2017-09-02"
"1059","O que desce sorrindo e sobe chorando?","O balde quando vai pegar água do poço.","2017-09-02","2017-09-02"
"1060","Qual galinha é mais esperta, a branca ou a preta?","A preta, porque ela consegue botar ovo branco. Agora pede pra galinha branca botar ovo preto!","2017-09-02","2017-09-02"
"1061","Por que os japoneses são bons com computadores?","Porque eles já nascem com um micro entre as pernas.","2017-09-02","2017-09-02"
"1062","O que é o que é abre as pernas para enfiar?","O óculos.","2017-09-02","2017-09-02"
"1063","Qual é a hora preferida do afogado?","A hora da bóia.","2017-09-02","2017-09-02"
"1064","O que a Dona Florinda falou para o Quico depois de saírem da suruba?","Quico, não se misture com essa genitália!","2017-09-02","2017-09-02"
"1065","Como é possível comer um ovo sem você quebrar a casca?","Pedindo para outra pessoa quebrar a casca.","2017-09-02","2017-09-02"
"1066","De que lado a galinha tem mais penas?","Do lado de fora.","2017-09-02","2017-09-02"
"1067","O que a sanguessuga disse para o portador de HIV?","Eu não queria estar na sua pele.","2017-09-02","2017-09-02"
"1068","Qual é a planta preferida do professor de matemática?","Qualquer uma que tenha a raiz quadrada.","2017-09-02","2017-09-02"
"1069","O que e um pontinho preto no congelador?","Um gelo fantasiado de Batman?","2017-09-02","2017-09-02"
"1070","Qual é o estado que vai dos números racionais aos irracionais?","Pi ao I.","2017-09-02","2017-09-02"
"1071","Qual a atriz preferida das abelhas portuguesas?","Mel Lisboa.","2017-09-02","2017-09-02"
"1072","O que aconteceu quando o dono da Faber Castell morreu?","Todos os lápis ficaram desapontados.","2017-09-02","2017-09-02"
"1073","Qual é a diferença entre o ENEM e o Neném?","Para fazer o ENEM deve usar a cabeça de cima a para fazer Neném deve usar a cabeça de baixo.","2017-09-02","2017-09-02"
"1074","O que acontece com os genes que violam a lei?","Vão pra cadeia de DNA.","2017-09-02","2017-09-02"
"1075","O que é um pontinho rosa na garagem?","Uma pinkap.","2017-09-02","2017-09-02"
"1076","O boi levou a vaca para o motel. Quem pagou a conta?","Os dois, porque eles fizeram uma vaquinha.","2017-09-02","2017-09-02"
"1077","Qual é a semelhança entre o professor e o termômetro?","Algumas vezes eles dão zero.","2017-09-02","2017-09-02"
"1078","O que a gente sempre faz em números romanos?","XIXI.","2017-09-02","2017-09-02"
"1079","Como um português desinfeta a água?","Ele joga a água do décimo andar para matar as bactérias!","2017-09-02","2017-09-02"
"1080","O que o zangão falou para a abelha?","Chupa o mel!","2017-09-02","2017-09-02"
"1081","O que a segunda-feira falou para a sexta-feira?","Já volto!","2017-09-02","2017-09-02"
"1082","O que é que se eu for no seu, você não vai no meu, e se você for no meu eu não vou no seu?","Velório.","2017-09-02","2017-09-02"
"1083","O que a cocaína disse para o usuário?","Como se eu fosse flor voce me cheira!","2017-09-02","2017-09-02"
"1084","O que a campainha falou pro dedo?","Se me apertar eu grito!","2017-09-02","2017-09-02"
"1085","O que o martelo falou para o prego?","Ai, se eu te prego. Ai, ai se eu te prego.","2017-09-02","2017-09-02"
"1086","O que o asfalto disse para o pneu?","Você me racha, mas eu como sua rodinha.","2017-09-02","2017-09-02"
"1087","Qual a semelhança entre o lutador de boxe e o telescópio?","Os dois podem fazer uma pessoa ver estrelas.","2017-09-02","2017-09-02"
"1088","O que é que a formiga tem de maior do que o leão?","O nome.","2017-09-02","2017-09-02"
"1089","Por que o namoro da goiabada com o queijo não deu certo?","Porque o queijo era fresco.","2017-09-02","2017-09-02"
"1090","Por que o boi baba?","Porque ele viu a vaca de lingerie.","2017-09-02","2017-09-02"
"1091","Onde fica Cabo Verde?","Na cueca do Hulk.","2017-09-02","2017-09-02"
"1092","O que é que o Brasil produz, e nenhum outro país sabe fazer?","Brasileiros.","2017-09-02","2017-09-02"
"1093","Qual a brincadeira favorita do Sistema Binário?","Zerinho ou Um.","2017-09-02","2017-09-02"
"1094","O que é branquinho, tem a mãe desdentada e o pai cantor?","Ovo.","2017-09-02","2017-09-02"
"1095","Qual é a brincadeira preferida de Saturno?","Passar o anel.","2017-09-02","2017-09-02"
"1096","O que aconteceu com a baleia que estava no meio do tiroteio?","Ela foi baleiada.","2017-09-02","2017-09-02"
"1097","O que fica entre as pernas, começa com B, tem C no meio e termina com A?","Bicicleta.","2017-09-02","2017-09-02"
"1098","Por que o Brasil não vai pra frente?","Porque a capital é Brasília. Se fosse BMW, já seríamos primeiro mundo!","2017-09-02","2017-09-02"
"1099","Por que o anão não pode lutar boxe?","Porque ele só dá golpe baixo.","2017-09-02","2017-09-02"
"1100","Por que não falta energia no quartel?","Porque todo Cabo já foi Soldado.","2017-09-02","2017-09-02"
"1101","Quem é o dono da horta?","O Seu Nôra.","2017-09-02","2017-09-02"
"1102","O que é um pontinho preto na história do Pinóquio?","Gepreto.","2017-09-02","2017-09-02"
"1103","Qual é a dança preferida do boi?","Boilero.","2017-09-02","2017-09-02"
"1104","Por que os peixes gostam tanto de comer?","Porque eles estão sempre com água na boca.","2017-09-02","2017-09-02"
"1105","Qual animal faz sexo com as patas?","O elefante, porque pisou fodeu!","2017-09-02","2017-09-02"
"1106","Qual o filme preferido dos políticos brasileiros?","Eu Robô.","2017-09-02","2017-09-02"
"1107","O que o número 2 falou para o número 9?","Você é grande, mas não é dois!","2017-09-02","2017-09-02"
"1108","O que está na boca das pessoas todos os dias, vem da terra e é de comer?","Abobrinha.","2017-09-02","2017-09-02"
"1109","Você tem 3 chocolates, e seu amigo te pede um. Com quantos chocolates você fica?","Com 3. O amigo que se foda!","2017-09-02","2017-09-02"
"1110","O que é amarelo, amarelo, laranja, laranja, vermelho, vermelho?","Um pintinho dentro de um liquidificador ligado.","2017-09-02","2017-09-02"
"1111","Quantas ovelhas são necessárias para se fazer um casaco de lã?","Só uma, desde que ela saiba tricotar.","2017-09-02","2017-09-02"
"1112","O que um esqueleto caipira disse pro outro?","Ô sô!","2017-09-02","2017-09-02"
"1113","O que é que não se sabe por que, mas se sabe a resposta?","Intuição.","2017-09-02","2017-09-02"
"1114","Como se obriga um homem a fazer abdominais?","Coloque um controle remoto entre os dedos do pé dele.","2017-09-02","2017-09-02"
"1115","O que a peteca falou para galinha?","Tenho pena de você.","2017-09-02","2017-09-02"
"1116","Como se chama uma freira viciada em jogos de azar?","Católica Apostólica.","2017-09-02","2017-09-02"
"1117","Qual é o livro mais fino do mundo?","Tudo o que os homens sabem sobre as mulheres.","2017-09-02","2017-09-02"
"1118","Por que os homens tem a consciência limpa?","Porque nunca a usam...","2017-09-02","2017-09-02"
"1119","O que se deve dar a um homem que pensa que tem tudo?","Uma mulher para ensiná-lo como funciona!","2017-09-02","2017-09-02"
"1120","Qual a diferença entre mama e seio?","Seio é uma parte do corpo. Mama é uma ordem!","2017-09-02","2017-09-02"
"1121","Qual a semelhança entre a cólica e o fogueteiro?","Ambos avisam quando o comando vermelho tá invadindo!","2017-09-02","2017-09-02"
"1122","Qual é o site mais limpinho da internet?","sabo.net","2017-09-02","2017-09-02"
"1123","O que a ovelha mais nova disse para a ovelha mais velha?","Ô velha.","2017-09-02","2017-09-02"
"1124","Qual é a panela que você usa quando está triste?","De-pressão.","2017-09-02","2017-09-02"
"1125","Como se chama homem que não usa camisinha?","Papai.","2017-09-02","2017-09-02"
"1126","Por que os cachorros lambem o saco?","Porque eles conseguem.","2017-09-02","2017-09-02"
"1127","O que é que tem os olhos vermelhos e os pelôs branquinhos?","Meu avô depois de fumar maconha.","2017-09-02","2017-09-02"
"1128","Por que o cavalo entrou em depressão?","Porque descobriu que é um filho d'uma égua.","2017-09-02","2017-09-02"
"1129","Qual a música favorita do japonês punheteiro?","Meu pintinho amarelinho, cabe aqui na minha mão...","2017-09-02","2017-09-02"
"1130","O que a prostituta falou para o palhaço?","Você tá me gozando.","2017-09-02","2017-09-02"
"1131","Como se chama a plantinha que não enxerga nada?","Acelga.","2017-09-02","2017-09-02"
"1132","Como se chama a rede social dos amigos imaginários?","Fakebook.","2017-09-02","2017-09-02"
"1133","Qual o santo da choperia?","Frei Caneca.","2017-09-02","2017-09-02"
"1134","Por que a caminhonete da igreja bateu?","Porque ela estava sem ""frei"".","2017-09-02","2017-09-02"
"1135","Qual a semelhança entre o Goku e um gripado?","Goku é sayajin e o gripado sai-atchin.","2017-09-02","2017-09-02"
"1136","O que é um 69?","São dois números 9 brincando de gira-gira no parquinho.","2017-09-02","2017-09-02"
"1137","Como se chama o animal que faz merda e põe a culpa nos outros?","Cacatua.","2017-09-02","2017-09-02"
"1138","O cabeludo estava com piolhos e raspou a cabeça matando muitos, mas no final, só um sobreviveu. Qual o nome do filme?","Eu Sou a Lêndea.","2017-09-02","2017-09-02"
"1139","O que o Lobisomem falou quando o viu o Tony Ramos nú?","Papai!","2017-09-02","2017-09-02"
"1140","O que é um pontinho vermelho dançando na salada?","Vina-Gretchen.","2017-09-02","2017-09-02"
"1141","O que a vaca foi fazer na casa do passarinho?","Leite Ninho.","2017-09-02","2017-09-02"
"1142","Como se chama o lanche favorito do pastor alemão?","Cachorro Crente.","2017-09-02","2017-09-02"
"1143","O caminhoneiro criou um Twitter. Qual o nome do programa?","Siga Bem o Caminhoneiro.","2017-09-02","2017-09-02"
"1144","Por que o caminhão do frigorífico não consegue subir a ladeira?","Porque elinguiça.","2017-09-02","2017-09-02"
"1145","O relógio cumprimentou a tora. Que horas são?","Oi tora.","2017-09-02","2017-09-02"
"1146","O que é que cai de pé e corre deitado?","Um Transformer.","2017-09-02","2017-09-02"
"1147","Por que a faxineira não luta karatê?","Porque ela já luta capoeira.","2017-09-02","2017-09-02"
"1148","Qual a cantora que está vindo?","Avril Lá-vem.","2017-09-02","2017-09-02"
"1149","O que é que tem a cabeça vermelha, entra duro e sai mole pingando?","Pirulito.","2017-09-02","2017-09-02"
"1150","O que aconteceu com o marido da cigarra?","Foi fumado.","2017-09-02","2017-09-02"
"1151","O que é shéu?","É shó olhar pra shima.","2017-09-02","2017-09-02"
"1152","O que é um pontinho preto na estrada?","Um calhamblack.","2017-09-02","2017-09-02"
"1153","Como uma pá comprimenta a outra?","Opá.","2017-09-02","2017-09-02"
"1154","Qual é a expressão politicamente correta para se chamar uma lésbica?","Vagitariana.","2017-09-02","2017-09-02"
"1155","Por que o martelo e a tesoura são hidrocarbonetos?","Porque o martelo é pro-pino e a tesoura é pro-pano.","2017-09-02","2017-09-02"
"1156","Qual o alimento que tem muito dinheiro?","Manje-ricão.","2017-09-02","2017-09-02"
"1157","Por que o porco mesmo morto continua feliz?","Porque ele está de bacon a vida.","2017-09-02","2017-09-02"
"1158","O que de manhã pesa 500 quilos, a tarde pesa 200 quilos e a noite pesa 500 gramas?","A mulher. De dia: Acorda tua Vaca. De tarde: Vai limpar a casa sua Porca. De noite: Vem aqui minha Pombinha.","2017-09-02","2017-09-02"
"1159","Como se faz para um Bis virar pão?","Joga ele na água e ele vai virar bis-na-aguinha.","2017-09-02","2017-09-02"
"1160","O que é que o que é cai em pé e corre deitado?","Uma minhoca pulando de paraquedas.","2017-09-02","2017-09-02"
"1161","O que tem asas mas não voa?","Um avião sem combustível.","2017-09-02","2017-09-02"
"1162","O que o Faustão disse quando estava na floresta acompanhando a Chapeuzinho Vermelho?","Ô lobo, meu!","2017-09-02","2017-09-02"
"1163","Se 1 é bom, 2 é pouco e 3 é demais, quanto seriam 4 e 5?","9.","2017-09-02","2017-09-02"
"1164","O que o homem tem acima da coxa, abaixo do umbigo e quando ele anda balança?","As mãos.","2017-09-02","2017-09-02"
"1165","Como se faz pra transformar um suco em cobra?","Basta fazer cócegas nele, e o suco-ri.","2017-09-02","2017-09-02"
"1166","Por que o Abominável Homem das Neve nunca vai ganhar na loteria?","Porque ele é pé frio.","2017-09-02","2017-09-02"
"1167","Qual a roupa feminina que o Goku mais gosta?","Saiyajeans.","2017-09-02","2017-09-02"
"1168","Por que o chuveiro não entrou para o exército?","Porque ele não passou no teste de resistência.","2017-09-02","2017-09-02"
"1169","Por que a cenoura tem inveja da cebola?","Porque ninguém chora por ela.","2017-09-02","2017-09-02"
"1170","O homem que não sabia conjugar no pretérito perfeito assaltou um banco. Qual o nome do filme?","Eu Robô.","2017-09-02","2017-09-02"
"1171","O que o paraquedas disse ao paraquedista?","Tô contigo e não abro!","2017-09-02","2017-09-02"
"1172","O que o Antônio e o anônimo são um do outro?","São Antônimos","2017-09-02","2017-09-02"
"1173","O que é um pontinho amarelo em cima de uma moto?","Ruffles, a batata da Honda.","2017-09-02","2017-09-02"
"1174","Qual é a diferença entre o casamento e a guerra?","Na guerra você não precisa comer o inimigo.","2017-09-02","2017-09-02"
"1175","O que o nadador faz para bater o recorde?","Nada.","2017-09-02","2017-09-02"
"1176","Um homem tinha um dragão treinado, mas o dragão nunca ouvia quando ele chamava. Qual é o nome do filme?","A Má audição do Dragão.","2017-09-02","2017-09-02"
"1177","O que detestamos na praia e adoramos na panela?","O caldo.","2017-09-02","2017-09-02"
"1178","O que é duro e segura o mole, o mole segura o torto, o torto segura o morto e o morto espera o vivo?","Vara de pescar.","2017-09-02","2017-09-02"
"1179","Qual o nome do marido ideal pra Bruna Surfistinha?","Bruno Mars.","2017-09-02","2017-09-02"
"1180","O que um rato brasileiro falou para um rato americano?","Camon-dongo.","2017-09-02","2017-09-02"
"1181","Por que os bebês de proveta sempre se tornam pessoas humildes?","Porque eles nunca foram metidos.","2017-09-02","2017-09-02"
"1182","O que o cachorro disse para o biólogo?","Mi-tose.","2017-09-02","2017-09-02"
"1183","Uma cantora sentou em um limão, qual o nome dela?","Wanessa Cuamargo.","2017-09-02","2017-09-02"
"1184","Qual a semelhança do O.B com o Barack Obama?","Os dois ficam num lugar que todo homem gostaria de estar.","2017-09-02","2017-09-02"
"1185","Por que o boi subiu o morro?","Porque não tem como passar por baixo.","2017-09-02","2017-09-02"
"1186","Qual a semelhança entre o Verbo e o Buzz Lightyear?","Vão ao infinitivo e além!","2017-09-02","2017-09-02"
"1187","Por que o bombeiro não gosta de andar?","Porque ele so-corre.","2017-09-02","2017-09-02"
"1188","Cida esqueceu um sapato de salto alto na casa da cumpade Maria. Qual o nome do filme?","O Salto da Cumpadi Cida.","2017-09-02","2017-09-02"
"1189","Por que o filho do eletricista quer entrar pra Polícia?","Pra fazer parte do Batalhão de Choque.","2017-09-02","2017-09-02"
"1190","O que o pobre tem, o rico necessita, e os  mortos comem?","Nada.","2017-09-02","2017-09-02"
"1191","O que é que são três, parecem dois, mas só se vê um?","Uma grávida de gêmeos.","2017-09-02","2017-09-02"
"1192","Por que que o canibal não come palhaço?","Porque ele tem um gosto engraçado.","2017-09-02","2017-09-02"
"1193","Qual o remédio que se dá para uma bexiga doente?","Ar comprimido.","2017-09-02","2017-09-02"
"1194","O que a merda disse para o cu?","Não adianta piscar que eu não volto.","2017-09-02","2017-09-02"
"1195","O que o dente pai falou pra dente mãe sobre o dente filho?","É a cárie do pai.","2017-09-02","2017-09-02"
"1196","O que um etanol disse para o outro?","Eita nóis!","2017-09-02","2017-09-02"
"1197","Por que o ""i"" estava andando?","Porque ele é um ""i""móvel.","2017-09-02","2017-09-02"
"1198","Numa luta entre fita isolante e a fita crepe quem ganha?","A fita isolante, porque ela é faixa preta.","2017-09-02","2017-09-02"
"1199","Qual cidade espanhola tem um cômodo todo torto?","Salamanca.","2017-09-02","2017-09-02"
"1200","Encontraram um político honesto. Qual o nome do filme?","Ah Vá, Tá!","2017-09-02","2017-09-02"
"1201","O que um dedo do pé disse para o outro?","Não olhe agora, mas eu acho que tem um calcanhar nos seguindo.","2017-09-02","2017-09-02"
"1202","O que é um pontinho preto na árvore usando um chapéu, uma mascara, uma espada e uma capa?","Um beZorro.","2017-09-02","2017-09-02"
"1203","Qual o animal que dorme de joelhos?","Todos. Eles não pode tirar os joelhos parar dormir.","2017-09-02","2017-09-02"
"1204","O que são oito pontinhos vermelhos piscando alternadamente?","Uma aranha com tênis de luzinhas!","2017-09-02","2017-09-02"
"1205","Qual a diferença do viagra pro salário mínimo?","Com o viagra você fica duro por um dia, com o salário mínimo fica duro o mês inteiro.","2017-09-02","2017-09-02"
"1206","O que o feijão disse para outro feijão?","Você é fei Jão.","2017-09-02","2017-09-02"
"1207","Qual a diferença do pingulim para o chocolate?","Quando esquenta o chocolate amolece e o pingulim endurece.","2017-09-02","2017-09-02"
"1208","O que é um pontinho amarelo no palco?","Elba Ramilho.","2017-09-02","2017-09-02"
"1209","Saí na rua dizendo que sou gay e que queimo a rosca. Qual o nome do filme?","Se Eu Fosse Você.","2017-09-02","2017-09-02"
"1210","Qual é o nome da peça de roupa que os anões mais usam?","Bermiuda.","2017-09-02","2017-09-02"
"1211","O que a foca filho falou a foca mãe?","Motherfoca.","2017-09-02","2017-09-02"
"1212","Qual é a diferença entre a cobra e a sogra?","Nem todas as cobras são venenosas.","2017-09-02","2017-09-02"
"1213","O que Deus dá duas vezes, e se alguém quiser mais, terá que mandar fazer?","Os dentes.","2017-09-02","2017-09-02"
"1214","O que mesmo sendo seu é mais usado pelos outros?","Seu nome.","2017-09-02","2017-09-02"
"1215","O que o 2 disse pro 1000000?","Você é grande, mas não é 2!","2017-09-02","2017-09-02"
"1216","Qual a pior coisa, que pode acontecer com um morcego depois que ele dorme?","Diarreia.","2017-09-02","2017-09-02"
"1217","Qual é o ator que quando peida faz eco?","Francisco Cuoco.","2017-09-02","2017-09-02"
"1218","O que o Vegeta disse quando foi comer um abacate?","Maldito Ka-caroço!","2017-09-02","2017-09-02"
"1219","Qual é o filme preferido dos trabalhadores na quinta-feira?","O Dia Depois de Amanhã.","2017-09-02","2017-09-02"
"1220","Qual é a rede social dos vegetarianos?","Alfacebook.","2017-09-02","2017-09-02"
"1221","Qual a diferença entre a fotografia e o Sol?","A fotografia se tira e o Sol se põe.","2017-09-02","2017-09-02"
"1222","Como se chama aquele vampiro que ajuda a melhorar a ventilação dos computadores?","O Edward Cooler.","2017-09-02","2017-09-02"
"1223","Um casal de japoneses tinham 20 filhos. Qual é o nome do casal?","Kissaco e Kioco.","2017-09-02","2017-09-02"
"1224","O que o Batman faz no banheiro com uma revista Playboy?","Bat-punheta.","2017-09-02","2017-09-02"
"1225","O que um boné disse para vários bonés?","Muito bom né?","2017-09-02","2017-09-02"
"1226","A família pegou estrada e, no meio da viagem, o caçula vomitou todo o carro. Qual o nome do filme?","Esqueceram Dra-min.","2017-09-02","2017-09-02"
"1227","O que cresce quando ela pega com as mãos, passa por entre os seios e depois se enfia num buraco?","O cinto de segurança.","2017-09-02","2017-09-02"
"1228","Por que dois oculistas discutem tanto?","Porque querem defender seu ponto de vista.","2017-09-02","2017-09-02"
"1229","Por que o elefante é cinza, grande e enrugado?","Porque se ele fosse branco, pequeno e liso seria uma aspirina.","2017-09-02","2017-09-02"
"1230","O que são mil epilépticos numa boate?","Festa da espuma!","2017-09-02","2017-09-02"
"1231","O que o número zero disse pro numero oito?","Mas que bela cinturinha!","2017-09-02","2017-09-02"
"1232","Quem é mais velho, a Lua ou o Sol?","A Lua, porque ela pode sair de noite.","2017-09-02","2017-09-02"
"1233","Justin Bieber casado com a Ana Carolina e a Maria Gadú. Qual o nome no filme?","Dona Flor e seus Dois Maridos.","2017-09-02","2017-09-02"
"1234","O que os presidiários comemoram no ano novo?","Rebellion.","2017-09-02","2017-09-02"
